CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavouriteCategory,LastPurchaseDate,FavouritePaymentMethod,FrequencyOfWebsiteVisits,Churn
22903,51,Female,Miami,Gold,55,16371,Electronics,2022-07-07,Cash,40.0,0
26626,18,Male,New York,Bronze,121,8200,Clothing,2022-05-16,Credit Card,35.0,0
23007,56,Male,Chicago,Gold,243,16584,Clothing,2023-07-29,PayPal,71.0,0
33253,41,Female,San Francisco,Bronze,377,8156,Books,2022-09-04,Cash,36.0,0
40296,39,Male,New York,Silver,113,9261,Books,2023-06-07,Credit Card,30.0,0
49232,21,Male,Miami,Gold,109,13338,Books,2023-05-07,Cash,67.0,0
39517,67,Male,Chicago,Platinum,208,20826,Books,2023-02-22,Credit Card,137.0,0
5364,52,Male,Chicago,Gold,76,13088,Clothing,2022-09-25,Credit Card,48.0,1
48465,70,Female,Miami,Platinum,88,23075,Books,2023-07-30,PayPal,231.0,1
30840,63,Female,Miami,Platinum,117,18352,Books,2022-08-28,Credit Card,173.0,0
38263,49,Male,New York,Gold,214,17656,Books,2022-01-19,Cash,203.0,0
13368,53,Female,Los Angeles,Gold,40,14923,Books,2023-07-23,Cash,145.0,0
38633,37,Male,Chicago,Platinum,333,24400,Books,2023-04-18,Credit Card,269.0,0
29589,38,Female,New York,Silver,38,12219,Books,2023-09-06,PayPal,132.0,0
9220,44,Male,Miami,Platinum,120,25272,Clothing,2023-07-13,Credit Card,209.0,0
44652,22,Male,New York,Gold,218,15940,Books,2023-07-14,Credit Card,94.0,0
31038,61,Female,Miami,Platinum,87,24501,Books,2022-05-31,PayPal,138.0,0
9767,63,Female,San Francisco,Platinum,72,25502,Clothing,2023-04-18,Credit Card,271.0,0
42190,22,Male,Miami,Platinum,85,18742,Clothing,2023-09-12,Credit Card,111.0,0
28524,23,Male,Miami,Gold,87,13156,Books,2022-04-12,Cash,,0
40994,38,Male,Miami,Silver,122,12315,Electronics,2021-06-18,Credit Card,137.0,0
37837,21,Female,Los Angeles,Gold,93,13989,Books,2022-08-25,Credit Card,149.0,0
18878,65,Male,Miami,Silver,54,12200,Clothing,2022-10-13,Cash,26.0,0
6100,47,Male,Chicago,Silver,99,12919,Clothing,2023-07-05,Cash,30.0,0
2797,25,Male,Chicago,Silver,29,10494,Electronics,2022-09-22,Credit Card,122.0,0
17704,21,Male,New York,Platinum,95,24955,Electronics,2023-01-26,Credit Card,100.0,0
13667,33,Male,Los Angeles,Silver,28,9761,Clothing,2022-03-07,PayPal,87.0,0
25531,34,Male,New York,Bronze,41,7387,Books,2022-03-05,Cash,34.0,0
7919,18,Female,Chicago,Gold,62,13410,Books,2022-02-06,PayPal,131.0,0
20046,45,Male,Chicago,Silver,27,10526,Books,2021-09-30,Cash,31.0,0
32601,40,Female,San Francisco,Gold,511,16080,Books,2023-09-04,Cash,80.0,0
48309,59,Male,Miami,Gold,105,14082,Electronics,2023-09-03,Credit Card,146.0,0
26971,70,Female,Chicago,Silver,38,9982,Books,2023-06-22,Credit Card,56.0,0
2605,48,Female,New York,Gold,245,13506,Books,2023-09-01,Credit Card,75.0,0
44477,57,Male,New York,Platinum,204,22370,Books,2023-03-17,Credit Card,92.0,0
33817,57,Female,Miami,Platinum,315,19881,Electronics,2023-07-06,Cash,,1
8031,36,Female,Miami,Silver,113,8753,Books,2023-01-21,Credit Card,99.0,1
30724,28,Female,San Francisco,Platinum,134,20429,Books,2021-10-30,Credit Card,160.0,0
23763,35,Female,Los Angeles,Bronze,55,7570,Home,2022-09-22,Crypto,22.0,0
5485,40,Male,New York,Gold,259,17790,Electronics,2023-05-01,Credit Card,118.0,0
30162,43,Male,Miami,Platinum,83,22091,Books,2023-04-22,PayPal,164.0,0
14329,36,Female,New York,Platinum,114,22184,Books,2023-07-09,Cash,157.0,0
23317,53,Female,Miami,Silver,43,11786,Electronics,2023-04-03,Credit Card,73.0,0
18146,28,Female,Chicago,Platinum,113,23162,Home,2023-02-26,Cash,224.0,1
7266,50,Female,New York,Bronze,18,6709,Books,2023-06-20,Credit Card,13.0,0
38300,21,Female,Chicago,Silver,32,9907,Electronics,2022-09-06,Credit Card,94.0,0
45190,59,Female,New York,Gold,109,17489,Electronics,2023-08-20,PayPal,,1
39938,33,Male,Los Angeles,Bronze,17,7507,Clothing,2023-07-26,PayPal,,1
16878,40,Female,San Francisco,Silver,41,12303,Electronics,2022-10-18,Credit Card,129.0,0
29985,64,Male,Chicago,Platinum,78,21796,Books,2023-02-20,Credit Card,161.0,0
17476,65,Male,Miami,Silver,51,12041,Electronics,2023-01-21,PayPal,30.0,0
30159,44,Female,Los Angeles,Platinum,78,20250,Books,2022-12-28,Credit Card,131.0,0
26595,60,Female,New York,Platinum,174,23208,Clothing,2023-06-16,Credit Card,221.0,0
15945,67,Female,Chicago,Platinum,146,20076,Books,2022-12-27,Credit Card,212.0,0
49040,31,Female,New York,Silver,30,10865,Books,2022-02-28,Cash,42.0,1
39511,65,Male,New York,Bronze,11,3839,Clothing,2023-01-01,Cash,37.0,0
5845,36,Female,New York,Platinum,730,40737,Clothing,2023-09-12,Credit Card,274.0,0
46783,44,Female,San Francisco,Bronze,13,5729,Electronics,2023-03-08,PayPal,56.0,0
17378,47,Female,San Francisco,Platinum,311,18611,Electronics,2023-06-05,Credit Card,96.0,0
35243,28,Female,Miami,Silver,83,10440,Home,2023-05-10,Credit Card,45.0,0
18654,48,Male,Chicago,Bronze,48,6454,Clothing,2021-05-07,Credit Card,34.0,0
26028,50,Male,Los Angeles,Platinum,80,18159,Clothing,2023-09-06,PayPal,93.0,0
19317,31,Female,Los Angeles,Platinum,166,18069,Electronics,2023-04-05,PayPal,68.0,0
23789,60,Male,Los Angeles,Platinum,97,23125,Books,2023-07-29,PayPal,250.0,1
9952,59,Male,New York,Platinum,84,20943,Home,2023-09-03,Credit Card,136.0,0
29296,28,Female,San Francisco,Bronze,57,8458,Books,2023-01-04,Credit Card,45.0,1
49157,45,Male,Chicago,Platinum,140,22627,Books,2023-03-30,PayPal,53.0,0
12432,45,Female,New York,Platinum,139,18338,Books,2023-08-20,Credit Card,117.0,0
14206,43,Female,San Francisco,Bronze,248,6298,Home,2022-10-08,Credit Card,44.0,0
785,37,Male,San Francisco,Platinum,161,25417,Electronics,2023-07-01,Crypto,69.0,0
16253,25,Male,Chicago,Platinum,113,22056,Books,2022-12-14,PayPal,131.0,0
37813,21,Female,Chicago,Platinum,282,20558,Clothing,2023-04-05,Credit Card,56.0,0
25586,27,Male,Chicago,Gold,79,16172,Electronics,2023-08-13,PayPal,187.0,1
2891,36,Female,New York,Silver,29,9268,Clothing,2023-01-27,Cash,64.0,0
11579,23,Female,Miami,Gold,59,15083,Books,2023-03-24,Credit Card,108.0,0
18194,40,Male,Chicago,Platinum,115,18368,Electronics,2022-11-25,Credit Card,149.0,0
17100,29,Male,Miami,Gold,96,15287,Books,2023-06-22,Cash,,0
11813,61,Female,New York,Gold,75,17263,Electronics,2023-05-25,Cash,135.0,0
34679,63,Female,Miami,Gold,79,14653,Clothing,2022-07-08,Credit Card,76.0,0
24562,36,Male,Los Angeles,Bronze,64,8460,Home,2023-05-20,Credit Card,62.0,0
46787,65,Female,Miami,Gold,99,15024,Clothing,2023-06-16,Credit Card,93.0,0
26330,20,Female,Chicago,Platinum,222,32902,Clothing,2023-08-07,Credit Card,285.0,0
35232,60,Male,New York,Gold,57,13491,Books,2023-09-08,PayPal,93.0,0
17122,33,Female,Chicago,Bronze,7,1476,Books,2022-12-14,Credit Card,16.0,0
27875,66,Male,Los Angeles,Platinum,94,27795,Electronics,2023-07-19,Credit Card,256.0,0
38014,49,Male,Chicago,Gold,114,14621,Electronics,2023-08-19,Cash,36.0,0
39403,46,Male,Chicago,Platinum,347,18234,Books,2023-05-10,Cash,61.0,1
21094,18,Male,Chicago,Silver,70,10774,Home,2023-05-06,Cash,100.0,0
39291,34,Male,San Francisco,Bronze,22,6204,Clothing,2021-10-06,Credit Card,27.0,0
5397,49,Male,Los Angeles,Gold,109,14804,Electronics,2022-04-20,PayPal,103.0,1
6679,60,Male,Chicago,Gold,61,15612,Books,2022-01-18,Cash,167.0,1
31555,42,Female,Chicago,Silver,47,12042,Electronics,2023-02-23,Credit Card,,0
36791,63,Male,Chicago,Platinum,124,20714,Books,2023-08-24,Credit Card,174.0,0
29568,33,Male,New York,Silver,141,12222,Books,2023-03-26,Credit Card,131.0,0
44537,31,Female,San Francisco,Platinum,139,19326,Clothing,2023-05-05,PayPal,,0
28587,48,Female,New York,Silver,96,12823,Clothing,2023-09-03,Crypto,69.0,0
47965,30,Female,San Francisco,Gold,107,13268,Electronics,2023-05-27,Cash,81.0,0
29689,64,Female,Chicago,Platinum,152,23240,Books,2023-04-20,Credit Card,200.0,0
40276,35,Female,Los Angeles,Gold,61,14187,Clothing,2023-04-22,Credit Card,30.0,1
22373,70,Female,Miami,Platinum,122,19111,Clothing,2022-12-21,PayPal,220.0,0
21615,64,Female,Miami,Gold,72,17694,Home,2022-09-20,PayPal,191.0,0
21271,30,Male,Chicago,Platinum,256,37985,Home,2022-08-25,Cash,43.0,1
28488,55,Female,New York,Gold,142,14707,Books,2022-10-02,Credit Card,,0
24531,34,Male,Los Angeles,Silver,90,11755,Books,2022-10-27,Cash,23.0,0
40331,49,Female,San Francisco,Platinum,118,21011,Books,2023-06-25,PayPal,210.0,0
12879,49,Female,Chicago,Gold,52,13422,Books,2022-09-22,PayPal,33.0,0
21937,57,Male,Los Angeles,Bronze,41,8336,Books,2023-04-02,Credit Card,10.0,0
35121,59,Male,Los Angeles,Gold,370,17686,Electronics,2023-05-22,Cash,100.0,0
21052,67,Female,San Francisco,Gold,90,14105,Books,2022-09-15,Crypto,64.0,0
24764,69,Male,Los Angeles,Silver,69,11331,Electronics,2022-12-26,Credit Card,27.0,1
44054,54,Female,New York,Platinum,103,20670,Electronics,2022-11-16,Cash,191.0,0
41879,59,Female,New York,Silver,40,10565,Books,2023-05-07,Credit Card,,0
42531,53,Female,New York,Platinum,337,19306,Clothing,2023-08-04,Cash,75.0,0
36764,67,Male,Los Angeles,Platinum,184,19320,Electronics,2023-08-20,Credit Card,,0
29306,58,Male,New York,Gold,132,13044,Books,2023-06-17,Cash,,0
35319,35,Male,San Francisco,Bronze,30,8091,Clothing,2023-08-23,Credit Card,52.0,1
24701,61,Female,Los Angeles,Gold,168,17348,Books,2022-08-04,Cash,56.0,0
31006,40,Female,Miami,Gold,192,13379,Books,2023-01-03,Credit Card,,0
44314,42,Male,Los Angeles,Platinum,305,21737,Home,2023-05-01,Credit Card,117.0,0
45623,45,Male,San Francisco,Silver,61,9253,Electronics,2023-02-15,Cash,37.0,0
24936,45,Female,Miami,Silver,87,12510,Books,2022-10-07,PayPal,47.0,1
40517,29,Male,Los Angeles,Silver,84,10301,Home,2023-01-31,Cash,48.0,1
18693,47,Female,New York,Silver,37,11520,Clothing,2020-12-01,Credit Card,35.0,0
10835,47,Male,Chicago,Bronze,299,6268,Home,2023-05-19,Crypto,44.0,0
5170,65,Male,Chicago,Bronze,77,7070,Books,2022-09-23,PayPal,56.0,0
4268,30,Female,New York,Gold,59,15763,Books,2023-05-26,Credit Card,60.0,1
34995,67,Male,Chicago,Platinum,70,18461,Home,2023-05-06,PayPal,43.0,0
43871,49,Female,Chicago,Platinum,263,24122,Books,2023-09-09,PayPal,204.0,0
27384,63,Male,New York,Platinum,174,22434,Books,2022-12-20,PayPal,56.0,1
703,33,Male,New York,Platinum,69,18206,Books,2022-12-26,Cash,78.0,0
38429,62,Female,Los Angeles,Gold,61,13416,Books,2022-05-09,Credit Card,,0
12067,49,Female,Los Angeles,Bronze,35,6236,Clothing,2023-06-14,Cash,55.0,0
45737,26,Female,New York,Gold,68,17278,Electronics,2023-01-13,Credit Card,,0
20022,62,Female,San Francisco,Platinum,201,20857,Electronics,2023-09-13,Cash,171.0,0
44,51,Male,Chicago,Gold,500,16375,Books,2023-02-01,Credit Card,59.0,0
24880,31,Male,Los Angeles,Silver,216,9455,Clothing,2022-07-24,Credit Card,49.0,0
14986,40,Male,Chicago,Bronze,19,7697,Books,2020-11-18,Credit Card,31.0,0
48826,61,Male,Miami,Gold,61,17509,Books,2023-08-23,Credit Card,95.0,0
46323,46,Male,New York,Silver,68,9859,Books,2023-02-13,Credit Card,31.0,0
11694,33,Male,San Francisco,Bronze,137,8615,Books,2022-07-30,Credit Card,45.0,0
18682,19,Male,Miami,Platinum,232,25099,Home,2023-06-25,Credit Card,,1
25023,35,Female,Miami,Bronze,37,5371,Clothing,2023-02-23,PayPal,35.0,0
26975,31,Female,Miami,Gold,78,14988,Clothing,2022-11-08,Cash,30.0,0
44384,61,Male,New York,Silver,43,11360,Books,2022-09-21,Credit Card,77.0,1
6812,49,Female,Los Angeles,Platinum,113,18698,Clothing,2022-12-27,Credit Card,129.0,0
16094,46,Male,New York,Silver,52,11177,Books,2023-04-26,Credit Card,106.0,1
40005,56,Female,Los Angeles,Bronze,25,8360,Clothing,2022-04-28,Cash,15.0,0
16298,21,Female,Miami,Platinum,118,19099,Clothing,2023-06-05,Credit Card,109.0,0
38932,20,Male,Miami,Gold,207,16377,Books,2023-08-28,PayPal,,0
38033,64,Male,San Francisco,Gold,117,14164,Home,2023-07-16,Credit Card,115.0,0
33008,56,Male,Los Angeles,Platinum,203,23711,Books,2023-04-11,Credit Card,58.0,0
20517,60,Female,Miami,Gold,66,13875,Clothing,2023-01-29,Credit Card,130.0,0
33237,55,Female,Chicago,Platinum,124,20072,Electronics,2022-11-15,PayPal,185.0,1
20030,66,Male,San Francisco,Silver,20,8731,Books,2022-04-14,Credit Card,49.0,0
8891,56,Female,New York,Gold,334,17591,Clothing,2023-03-19,PayPal,199.0,0
27414,29,Male,San Francisco,Platinum,95,18543,Books,2023-06-19,Cash,72.0,0
18308,57,Female,Chicago,Platinum,83,22751,Clothing,2023-09-04,Credit Card,241.0,0
11559,50,Female,Los Angeles,Bronze,41,7443,Books,2022-02-19,Cash,21.0,0
17743,32,Female,New York,Bronze,135,8154,Books,2023-01-29,Credit Card,36.0,0
9633,22,Female,New York,Silver,35,10188,Electronics,2023-07-29,Credit Card,,0
10070,56,Male,Los Angeles,Gold,108,16286,Home,2023-03-18,Cash,166.0,0
17157,57,Male,San Francisco,Silver,27,11113,Clothing,2022-03-19,Credit Card,40.0,0
36419,69,Male,Miami,Gold,73,13181,Clothing,2023-09-08,Cash,105.0,0
62,38,Female,San Francisco,Silver,30,12484,Books,2023-01-10,Credit Card,138.0,1
26227,41,Female,Chicago,Bronze,26,3239,Books,2021-04-08,Cash,38.0,0
17002,66,Male,Miami,Platinum,189,18746,Electronics,2022-05-01,Credit Card,200.0,0
10589,49,Male,San Francisco,Platinum,91,20394,Clothing,2023-03-05,Credit Card,229.0,0
6120,66,Female,Los Angeles,Platinum,241,18910,Home,2022-08-20,Cash,156.0,0
20788,31,Female,Chicago,Bronze,23,5784,Books,2022-07-19,Credit Card,24.0,0
11756,60,Male,Chicago,Bronze,45,5950,Home,2022-07-15,Credit Card,11.0,0
42298,68,Female,Chicago,Platinum,134,22191,Electronics,2022-12-04,Credit Card,219.0,0
33637,60,Female,Miami,Gold,85,17354,Home,2022-10-18,PayPal,146.0,1
42835,50,Female,New York,Gold,136,14393,Books,2022-02-03,Credit Card,,0
9675,52,Male,Miami,Gold,281,13802,Home,2022-06-10,Cash,32.0,0
41241,45,Male,San Francisco,Gold,117,17910,Books,2022-11-25,Credit Card,164.0,0
12177,63,Female,New York,Platinum,222,36670,Books,2023-03-08,Credit Card,210.0,0
8124,67,Male,San Francisco,Silver,59,11329,Books,2023-04-08,Credit Card,101.0,0
40694,29,Male,New York,Silver,185,8894,Books,2021-08-03,Credit Card,57.0,0
21952,41,Male,Miami,Gold,154,13465,Books,2023-07-31,Credit Card,137.0,0
13092,42,Female,Chicago,Gold,87,17794,Clothing,2022-06-14,Credit Card,124.0,0
25282,65,Male,Los Angeles,Bronze,20,5993,Books,2021-05-15,Crypto,67.0,0
35452,67,Female,Chicago,Bronze,47,8439,Books,2021-08-25,Cash,20.0,0
40375,49,Male,Miami,Gold,51,16304,Home,2023-04-19,Cash,97.0,0
31473,21,Female,New York,Silver,70,9817,Books,2022-05-20,Credit Card,101.0,0
37226,41,Male,Chicago,Platinum,253,22317,Books,2023-04-28,Credit Card,235.0,0
44894,31,Female,Miami,Gold,51,16619,Books,2022-03-20,Credit Card,142.0,0
2099,33,Male,San Francisco,Platinum,107,24639,Books,2023-07-29,Credit Card,137.0,1
32796,69,Female,Los Angeles,Gold,80,13936,Books,2022-09-16,PayPal,122.0,0
30807,64,Male,Chicago,Gold,136,16883,Clothing,2023-08-29,Credit Card,51.0,1
23672,20,Female,New York,Platinum,78,19822,Books,2022-11-01,Credit Card,233.0,0
19132,43,Male,San Francisco,Platinum,85,22977,Books,2023-06-10,Cash,,1
24807,24,Female,Miami,Silver,42,12356,Clothing,2023-09-11,Cash,25.0,0
41699,47,Female,Los Angeles,Gold,92,15616,Books,2023-02-27,Credit Card,54.0,0
4364,27,Male,New York,Gold,61,14703,Books,2022-08-18,Credit Card,114.0,1
15744,43,Female,Miami,Silver,99,12241,Home,2022-09-01,Credit Card,,0
9276,66,Female,Miami,Gold,73,17639,Books,2023-07-17,PayPal,173.0,0
48906,61,Male,Chicago,Silver,58,11348,Electronics,2022-04-04,Cash,114.0,0
7216,69,Female,Chicago,Silver,38,11935,Home,2023-08-24,PayPal,33.0,1
23637,18,Female,New York,Platinum,159,22065,Books,2023-06-08,PayPal,206.0,1
395,49,Male,Miami,Platinum,224,25602,Home,2023-09-12,PayPal,195.0,0
3581,66,Female,Chicago,Bronze,39,8665,Books,2021-11-18,Credit Card,,0
41916,20,Female,Los Angeles,Gold,312,14453,Books,2023-05-28,Credit Card,148.0,0
49569,42,Male,Los Angeles,Gold,71,17109,Electronics,2023-06-06,PayPal,38.0,0
41783,63,Male,Miami,Gold,79,15687,Books,2023-06-14,PayPal,,0
19690,67,Female,Chicago,Bronze,78,7372,Clothing,2021-06-20,Cash,41.0,0
31407,59,Male,New York,Platinum,104,22851,Clothing,2023-08-05,Credit Card,236.0,0
3337,70,Female,New York,Platinum,92,27084,Electronics,2023-01-21,Credit Card,254.0,1
42320,30,Female,New York,Silver,119,11296,Books,2023-08-22,Credit Card,88.0,0
27426,61,Female,Los Angeles,Gold,174,15877,Clothing,2023-04-02,Cash,71.0,0
44221,49,Male,Chicago,Silver,45,12878,Clothing,2023-01-30,Credit Card,72.0,0
32749,28,Female,Chicago,Silver,45,9408,Home,2021-04-16,Credit Card,,0
24539,48,Male,Los Angeles,Gold,293,17308,Home,2023-03-21,Credit Card,103.0,0
45396,33,Male,New York,Gold,207,16808,Books,2023-01-21,Credit Card,68.0,0
24133,58,Female,New York,Silver,79,9983,Clothing,2023-07-29,Cash,34.0,0
46473,40,Male,Miami,Gold,121,14855,Books,2023-01-12,PayPal,152.0,0
4426,70,Male,San Francisco,Gold,131,16207,Books,2023-07-02,Credit Card,,0
34358,68,Male,Chicago,Gold,31,14820,Books,2023-06-29,Credit Card,160.0,0
6358,22,Male,Chicago,Silver,55,11027,Clothing,2023-07-29,Credit Card,102.0,0
8134,59,Male,Chicago,Platinum,90,21972,Books,2022-09-29,Credit Card,49.0,0
31674,68,Male,San Francisco,Bronze,20,3922,Books,2022-10-14,PayPal,37.0,0
34802,25,Male,Miami,Gold,66,13714,Clothing,2022-04-24,Credit Card,58.0,0
308,62,Male,San Francisco,Gold,74,14780,Books,2023-08-25,Credit Card,64.0,0
13895,38,Female,New York,Silver,57,9133,Home,2023-05-12,PayPal,25.0,0
40129,24,Female,New York,Platinum,160,26807,Clothing,2023-03-24,Credit Card,,0
25325,70,Female,Chicago,Platinum,210,23428,Books,2023-07-25,Credit Card,77.0,0
2110,56,Male,Los Angeles,Silver,43,11315,Books,2023-09-15,Credit Card,96.0,0
36445,58,Male,Chicago,Bronze,36,8280,Books,2023-04-22,Credit Card,28.0,0
44337,69,Male,Los Angeles,Platinum,173,41562,Books,2023-07-19,PayPal,106.0,0
2076,34,Female,San Francisco,Gold,116,17433,Books,2023-08-23,Credit Card,165.0,0
18300,37,Female,New York,Platinum,165,22516,Clothing,2023-08-24,Cash,47.0,0
14716,66,Female,Los Angeles,Bronze,51,6160,Books,2023-08-22,PayPal,64.0,1
25893,50,Female,San Francisco,Gold,95,16832,Books,2022-08-16,Cash,151.0,0
32014,24,Female,New York,Platinum,210,26485,Clothing,2023-07-12,Cash,214.0,0
14267,53,Male,Los Angeles,Platinum,175,23704,Books,2023-08-24,Credit Card,171.0,0
16195,44,Female,Chicago,Bronze,14,4060,Clothing,2020-04-25,Crypto,30.0,0
25652,30,Male,Chicago,Silver,31,9980,Books,2023-02-02,Credit Card,86.0,0
19922,28,Male,Chicago,Platinum,119,22767,Clothing,2022-08-05,Cash,84.0,0
49410,49,Female,San Francisco,Gold,177,14972,Clothing,2023-08-30,Credit Card,,0
4037,27,Male,Chicago,Gold,67,16665,Books,2023-06-14,Credit Card,116.0,0
8166,57,Female,Miami,Platinum,215,19952,Books,2022-10-30,Credit Card,,0
25598,63,Male,New York,Silver,50,11265,Books,2022-05-13,Cash,96.0,1
37697,67,Male,San Francisco,Platinum,123,31116,Clothing,2023-07-17,Credit Card,234.0,0
49637,65,Female,Chicago,Silver,45,10000,Electronics,2022-12-17,Cash,28.0,0
16081,34,Female,New York,Silver,35,11553,Books,2023-05-09,Cash,79.0,0
24263,30,Female,Los Angeles,Platinum,207,20358,Books,2023-02-08,PayPal,,0
10293,36,Male,Chicago,Gold,441,16005,Home,2023-07-14,Credit Card,106.0,1
4064,69,Female,New York,Gold,138,14679,Clothing,2023-06-04,Cash,,0
2815,50,Female,Miami,Gold,60,15165,Books,2023-05-06,Cash,44.0,0
48263,32,Female,Los Angeles,Platinum,124,21323,Books,2023-08-04,Credit Card,110.0,0
7995,51,Female,Miami,Silver,137,10501,Clothing,2022-01-18,Credit Card,,0
6571,45,Female,New York,Platinum,225,22143,Home,2023-02-21,Credit Card,208.0,0
6992,61,Male,Miami,Gold,78,16465,Books,2023-03-27,Credit Card,51.0,0
27345,23,Male,New York,Bronze,18,6126,Books,2023-02-16,Cash,33.0,0
23857,41,Female,New York,Silver,140,9970,Home,2022-05-24,PayPal,63.0,0
33208,59,Male,Miami,Platinum,273,25489,Clothing,2022-04-02,Credit Card,40.0,1
19618,54,Male,New York,Silver,90,12631,Books,2023-02-25,PayPal,29.0,1
10142,59,Female,Chicago,Bronze,29,4847,Clothing,2023-09-01,Credit Card,52.0,0
24166,60,Female,New York,Platinum,128,24026,Books,2022-10-22,PayPal,247.0,0
36,36,Female,San Francisco,Silver,39,11581,Books,2023-02-15,PayPal,,0
21858,30,Female,New York,Platinum,101,26315,Books,2022-06-22,Credit Card,239.0,0
41140,27,Female,San Francisco,Gold,162,15961,Clothing,2023-08-03,Cash,142.0,0
11577,65,Female,New York,Silver,74,11163,Clothing,2023-05-14,Credit Card,108.0,0
2576,66,Female,New York,Bronze,64,8525,Electronics,2023-02-25,Credit Card,59.0,0
15287,38,Female,Miami,Platinum,113,21520,Books,2023-04-17,PayPal,51.0,0
47316,55,Female,Chicago,Gold,95,13657,Electronics,2022-06-06,PayPal,118.0,0
105,32,Male,Chicago,Gold,433,14282,Books,2023-06-18,Credit Card,141.0,1
39287,68,Male,Los Angeles,Gold,44,14847,Books,2022-03-21,Cash,107.0,0
5330,41,Male,Miami,Gold,436,17775,Electronics,2022-05-20,Cash,,0
623,45,Female,Miami,Platinum,172,27963,Clothing,2023-01-14,Credit Card,318.0,0
41912,28,Male,Chicago,Gold,58,17696,Books,2022-07-27,Cash,200.0,0
15636,69,Male,Miami,Bronze,64,8201,Books,2022-03-16,PayPal,15.0,0
3469,56,Male,Chicago,Platinum,163,18641,Clothing,2023-09-06,Cash,210.0,0
7465,61,Male,Miami,Platinum,341,29051,Books,2022-12-05,Credit Card,64.0,0
28343,18,Female,New York,Gold,93,17854,Books,2023-04-05,PayPal,47.0,0
47872,62,Female,Chicago,Silver,43,11825,Home,2023-05-03,Crypto,81.0,0
18730,64,Male,Chicago,Gold,175,14739,Clothing,2023-07-31,Credit Card,170.0,0
21581,65,Female,San Francisco,Silver,65,9252,Home,2023-08-17,Cash,,0
22635,20,Female,Miami,Platinum,140,28378,Clothing,2023-03-01,Credit Card,185.0,0
302,31,Male,Miami,Platinum,121,21151,Clothing,2022-04-04,Credit Card,98.0,0
14132,49,Male,Chicago,Platinum,147,19108,Books,2023-09-08,PayPal,227.0,0
47643,47,Female,New York,Silver,81,11102,Books,2023-08-22,Crypto,82.0,0
14072,24,Female,New York,Silver,70,9021,Books,2022-05-03,Credit Card,76.0,0
7616,29,Male,New York,Silver,156,9269,Books,2021-05-19,Cash,111.0,0
9050,18,Male,Miami,Platinum,215,19504,Electronics,2023-09-05,Credit Card,,1
31246,29,Male,San Francisco,Gold,55,16690,Clothing,2022-04-03,Credit Card,,0
27631,69,Female,Chicago,Gold,79,17161,Clothing,2022-07-26,Crypto,,0
6793,29,Male,Los Angeles,Silver,183,12278,Books,2023-07-28,Crypto,51.0,0
39749,40,Male,San Francisco,Gold,54,16930,Home,2023-04-02,Credit Card,140.0,0
45019,37,Female,Los Angeles,Platinum,51,18089,Clothing,2022-01-04,Credit Card,176.0,0
8793,23,Female,San Francisco,Platinum,127,21533,Books,2022-12-23,PayPal,251.0,0
33418,38,Male,New York,Platinum,83,19884,Clothing,2023-04-04,Cash,107.0,0
17612,55,Male,Miami,Bronze,41,6235,Clothing,2023-02-03,Cash,55.0,0
38571,18,Male,Los Angeles,Platinum,208,18496,Electronics,2022-11-24,Credit Card,106.0,0
21869,37,Female,San Francisco,Platinum,70,17991,Books,2022-01-12,Credit Card,193.0,0
30692,30,Male,Miami,Silver,126,11732,Clothing,2023-08-24,Credit Card,27.0,0
28160,43,Male,Los Angeles,Gold,528,17294,Books,2023-04-01,PayPal,35.0,1
285,62,Male,Chicago,Gold,47,16150,Clothing,2022-07-15,Cash,53.0,1
37932,58,Female,San Francisco,Silver,27,9619,Clothing,2022-12-09,Cash,67.0,1
18222,59,Male,Chicago,Silver,24,10891,Books,2021-12-28,Cash,122.0,0
14017,54,Female,New York,Gold,91,17840,Books,2022-12-17,Credit Card,123.0,0
1658,65,Male,Chicago,Gold,146,15477,Books,2023-05-14,Cash,42.0,0
27315,68,Female,Chicago,Silver,85,11526,Clothing,2023-06-25,PayPal,88.0,0
48333,34,Female,San Francisco,Bronze,32,8228,Clothing,2023-02-15,Credit Card,34.0,0
1494,56,Female,New York,Platinum,99,20636,Books,2022-08-29,Cash,187.0,0
22266,41,Female,Chicago,Bronze,83,6185,Home,2021-05-27,Cash,63.0,1
47726,35,Female,Miami,Platinum,144,21414,Clothing,2023-08-01,PayPal,121.0,0
20950,21,Female,Los Angeles,Gold,110,15392,Books,2022-03-17,PayPal,140.0,0
7090,69,Male,Chicago,Silver,75,12415,Clothing,2023-04-06,Credit Card,101.0,0
41401,45,Male,New York,Silver,47,10268,Books,2022-09-13,Cash,85.0,0
4882,65,Male,Chicago,Silver,82,11865,Home,2023-02-18,Cash,,0
49928,25,Female,Los Angeles,Gold,85,13043,Clothing,2022-12-21,Credit Card,74.0,0
14517,29,Male,New York,Platinum,133,19741,Clothing,2023-02-28,Cash,153.0,0
24955,39,Female,San Francisco,Platinum,337,21717,Clothing,2023-07-20,Credit Card,214.0,0
39045,60,Female,New York,Silver,45,12415,Clothing,2023-08-08,PayPal,82.0,0
7579,26,Female,San Francisco,Bronze,128,5457,Books,2023-03-24,Cash,21.0,1
22702,18,Female,New York,Gold,91,14429,Books,2023-07-22,PayPal,143.0,0
